id,dias_viaje,presupuesto,intereses,origen_turista,idioma,grupo,region_preferida,destino_principal,temporada,instruction,input,output
154,14,alto,mixto,Argentina,español,adultos mayores,sierra,Valle Sagrado,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja adultos mayores, 14 días, presupuesto alto, intereses: mixto, región preferida: sierra, destino: Valle Sagrado, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de mixto.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
155,14,alto,naturaleza,Argentina,español,familia con niños,sierra,Valle Sagrado,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja familia con niños, 14 días, presupuesto alto, intereses: naturaleza, región preferida: sierra, destino: Valle Sagrado, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de naturaleza.
Día 6: Día libre para explorar según intereses de naturaleza.
Día 7: Día libre para explorar según intereses de naturaleza.
Día 8: Día libre para explorar según intereses de naturaleza.
Día 9: Día libre para explorar según intereses de naturaleza.
Día 10: Día libre para explorar según intereses de naturaleza.
Día 11: Día libre para explorar según intereses de naturaleza.
Día 12: Día libre para explorar según intereses de naturaleza.
Día 13: Día libre para explorar según intereses de naturaleza.
Día 14: Día libre para explorar según intereses de naturaleza.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
156,14,alto,naturaleza,Argentina,español,solo,costa,Huacachina,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja solo, 14 días, presupuesto alto, intereses: naturaleza, región preferida: costa, destino: Huacachina, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de naturaleza.
Día 6: Día libre para explorar según intereses de naturaleza.
Día 7: Día libre para explorar según intereses de naturaleza.
Día 8: Día libre para explorar según intereses de naturaleza.
Día 9: Día libre para explorar según intereses de naturaleza.
Día 10: Día libre para explorar según intereses de naturaleza.
Día 11: Día libre para explorar según intereses de naturaleza.
Día 12: Día libre para explorar según intereses de naturaleza.
Día 13: Día libre para explorar según intereses de naturaleza.
Día 14: Día libre para explorar según intereses de naturaleza.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
157,14,lujo,mixto,Argentina,español,grupo de amigos,costa,Huacachina,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja grupo de amigos, 14 días, presupuesto lujo, intereses: mixto, región preferida: costa, destino: Huacachina, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de mixto.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
158,14,lujo,mixto,Argentina,español,solo,todo el país,Perú Express: Lima + Cusco + Iquitos,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja solo, 14 días, presupuesto lujo, intereses: mixto, región preferida: todo el país, destino: Perú Express: Lima + Cusco + Iquitos, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de mixto.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
159,14,lujo,cultura,Argentina,español,familia con niños,costa,Paracas,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja familia con niños, 14 días, presupuesto lujo, intereses: cultura, región preferida: costa, destino: Paracas, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada a Paracas. Reserva Nacional: tour en lancha a Islas Ballestas.
Día 2: Buggy por las dunas de Huacachina.
Día 3: Sobrevuelo a las Líneas de Nazca (opcional).
Día 4: Día libre para explorar según intereses de cultura.
Día 5: Día libre para explorar según intereses de cultura.
Día 6: Día libre para explorar según intereses de cultura.
Día 7: Día libre para explorar según intereses de cultura.
Día 8: Día libre para explorar según intereses de cultura.
Día 9: Día libre para explorar según intereses de cultura.
Día 10: Día libre para explorar según intereses de cultura.
Día 11: Día libre para explorar según intereses de cultura.
Día 12: Día libre para explorar según intereses de cultura.
Día 13: Día libre para explorar según intereses de cultura.
Día 14: Día libre para explorar según intereses de cultura.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
160,14,lujo,cultura,Argentina,español,pareja,costa,Lima,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Argentina, viaja pareja, 14 días, presupuesto lujo, intereses: cultura, región preferida: costa, destino: Lima, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada. Barranco y Miraflores: el Parque del Amor y la Huaca Pucllana.
Día 2: Centro Histórico: Plaza Mayor, Catedral y Larco Mar.
Día 3: Visita al Museo Larco y tarde de ceviche en el Mercado Surquillo.
Día 4: Día libre para explorar según intereses de cultura.
Día 5: Día libre para explorar según intereses de cultura.
Día 6: Día libre para explorar según intereses de cultura.
Día 7: Día libre para explorar según intereses de cultura.
Día 8: Día libre para explorar según intereses de cultura.
Día 9: Día libre para explorar según intereses de cultura.
Día 10: Día libre para explorar según intereses de cultura.
Día 11: Día libre para explorar según intereses de cultura.
Día 12: Día libre para explorar según intereses de cultura.
Día 13: Día libre para explorar según intereses de cultura.
Día 14: Día libre para explorar según intereses de cultura.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
161,3,bajo,naturaleza,Estados Unidos,inglés,adultos mayores,sierra,Cusco,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja adultos mayores, 3 días, presupuesto bajo, intereses: naturaleza, región preferida: sierra, destino: Cusco, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
162,3,bajo,naturaleza,Estados Unidos,inglés,solo,costa,Mancora,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja solo, 3 días, presupuesto bajo, intereses: naturaleza, región preferida: costa, destino: Mancora, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Máncora. Check-in y playa.
Día 2: Surf y kitesurf en la playa principal.
Día 3: Tour en lancha: avistamiento de tortugas y delfines.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
163,3,bajo,aventura,Estados Unidos,inglés,adultos mayores,sierra,Choquequirao,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja adultos mayores, 3 días, presupuesto bajo, intereses: aventura, región preferida: sierra, destino: Choquequirao, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
164,3,bajo,aventura,Estados Unidos,inglés,grupo de amigos,todo el país,Perú Express: Lima + Cusco + Iquitos,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja grupo de amigos, 3 días, presupuesto bajo, intereses: aventura, región preferida: todo el país, destino: Perú Express: Lima + Cusco + Iquitos, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
165,3,medio,relax,Estados Unidos,inglés,familia con niños,costa,Mancora,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja familia con niños, 3 días, presupuesto medio, intereses: relax, región preferida: costa, destino: Mancora, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Máncora. Check-in y playa.
Día 2: Surf y kitesurf en la playa principal.
Día 3: Tour en lancha: avistamiento de tortugas y delfines.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
166,3,medio,relax,Estados Unidos,inglés,solo,selva,Iquitos,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja solo, 3 días, presupuesto medio, intereses: relax, región preferida: selva, destino: Iquitos, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Iquitos. Paseo por el Malecón Tarapoto.
Día 2: Reserva Nacional Pacaya-Samiria: avistamiento de fauna.
Día 3: Canopy y kayak por tributarios del Amazonas.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
167,3,medio,naturaleza,Estados Unidos,inglés,pareja,costa,Mancora,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja pareja, 3 días, presupuesto medio, intereses: naturaleza, región preferida: costa, destino: Mancora, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Máncora. Check-in y playa.
Día 2: Surf y kitesurf en la playa principal.
Día 3: Tour en lancha: avistamiento de tortugas y delfines.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
168,3,medio,naturaleza,Estados Unidos,inglés,adultos mayores,todo el país,Perú Express: Lima + Cusco + Iquitos,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja adultos mayores, 3 días, presupuesto medio, intereses: naturaleza, región preferida: todo el país, destino: Perú Express: Lima + Cusco + Iquitos, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
169,3,alto,gastronomía,Estados Unidos,inglés,pareja,selva,Puerto Maldonado,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja pareja, 3 días, presupuesto alto, intereses: gastronomía, región preferida: selva, destino: Puerto Maldonado, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
170,3,alto,gastronomía,Estados Unidos,inglés,familia con niños,sierra,Valle Sagrado,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja familia con niños, 3 días, presupuesto alto, intereses: gastronomía, región preferida: sierra, destino: Valle Sagrado, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
171,3,alto,aventura,Estados Unidos,inglés,grupo de amigos,sierra,Huaraz,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja grupo de amigos, 3 días, presupuesto alto, intereses: aventura, región preferida: sierra, destino: Huaraz, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Huaraz. Aclimatación en la ciudad.
Día 2: Laguna 69: trekking de alta montaña.
Día 3: Chavín de Huántar: sitio arqueológico andino.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
172,3,alto,aventura,Estados Unidos,inglés,solo,selva,Manu,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja solo, 3 días, presupuesto alto, intereses: aventura, región preferida: selva, destino: Manu, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
173,3,lujo,aventura,Estados Unidos,inglés,familia con niños,todo el país,Machu Picchu + Lago Titicaca,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja familia con niños, 3 días, presupuesto lujo, intereses: aventura, región preferida: todo el país, destino: Machu Picchu + Lago Titicaca, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada a Cusco. Aclimatación, mate de coca, paseo por la Plaza de Armas.
Día 2: City tour Cusco: Sacsayhuamán, Qorikancha y Mercado de San Pedro.
Día 3: Tren a Aguas Calientes. Tarde libre explorando el pueblo.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
174,3,lujo,aventura,Estados Unidos,inglés,adultos mayores,selva,Puerto Maldonado,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja adultos mayores, 3 días, presupuesto lujo, intereses: aventura, región preferida: selva, destino: Puerto Maldonado, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
175,3,lujo,cultura,Estados Unidos,inglés,adultos mayores,todo el país,Machu Picchu + Lago Titicaca,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja adultos mayores, 3 días, presupuesto lujo, intereses: cultura, región preferida: todo el país, destino: Machu Picchu + Lago Titicaca, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Cusco. Aclimatación, mate de coca, paseo por la Plaza de Armas.
Día 2: City tour Cusco: Sacsayhuamán, Qorikancha y Mercado de San Pedro.
Día 3: Tren a Aguas Calientes. Tarde libre explorando el pueblo.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
176,3,lujo,cultura,Estados Unidos,inglés,grupo de amigos,todo el país,Ruta Norte: Trujillo + Chiclayo + Máncora,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja grupo de amigos, 3 días, presupuesto lujo, intereses: cultura, región preferida: todo el país, destino: Ruta Norte: Trujillo + Chiclayo + Máncora, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
177,5,bajo,aventura,Estados Unidos,inglés,pareja,selva,Iquitos,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja pareja, 5 días, presupuesto bajo, intereses: aventura, región preferida: selva, destino: Iquitos, temporada: seca (mayo-octubre), idioma: inglés.","Día 1: Llegada a Iquitos. Paseo por el Malecón Tarapoto.
Día 2: Reserva Nacional Pacaya-Samiria: avistamiento de fauna.
Día 3: Canopy y kayak por tributarios del Amazonas.
Día 4: Visita a comunidades nativas. Medicina tradicional.
Día 5: Mercado de Belén. Vuelo de regreso.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
178,5,bajo,aventura,Estados Unidos,inglés,solo,todo el país,Perú Express: Lima + Cusco + Iquitos,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja solo, 5 días, presupuesto bajo, intereses: aventura, región preferida: todo el país, destino: Perú Express: Lima + Cusco + Iquitos, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de aventura.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
179,5,bajo,mixto,Estados Unidos,inglés,pareja,todo el país,Machu Picchu + Lago Titicaca,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Estados Unidos, viaja pareja, 5 días, presupuesto bajo, intereses: mixto, región preferida: todo el país, destino: Machu Picchu + Lago Titicaca, temporada: lluvia (noviembre-abril), idioma: inglés.","Día 1: Llegada a Cusco. Aclimatación, mate de coca, paseo por la Plaza de Armas.
Día 2: City tour Cusco: Sacsayhuamán, Qorikancha y Mercado de San Pedro.
Día 3: Tren a Aguas Calientes. Tarde libre explorando el pueblo.
Día 4: Amanecer en Machu Picchu. Visita guiada a la ciudadela inca.
Día 5: Regreso a Cusco. Visita al Valle Sagrado: Pisac y Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
